1487, 9.15, 32.86, -77.57, 359.79, 359.12, 359.99, 15.56
1497, 10.80, 33.16, -77.72, 359.76, 359.12, 359.98, 18.05
1506, 10.65, 34.36, -78.17, 359.72, 359.11, 359.97, 17.23
1516, 8.70, 33.16, -78.77, 359.69, 359.11, 359.96, 14.71
1525, 10.05, 33.46, -78.47, 359.65, 359.10, 359.95, 16.72
1535, 10.65, 33.31, -77.12, 359.62, 359.10, 359.94, 17.74
1545, 10.95, 32.86, -77.57, 359.58, 359.09, 359.93, 18.43
1554, 8.85, 33.61, -77.57, 359.54, 359.08, 359.92, 14.76
1564, 8.85, 32.56, -77.57, 359.50, 359.08, 359.91, 15.21
1573, 9.15, 33.31, -78.62, 359.46, 359.07, 359.90, 15.36
1583, 9.60, 32.86, -77.87, 359.42, 359.06, 359.89, 16.29
1593, 11.40, 32.86, -77.57, 359.38, 359.06, 359.88, 19.14
1602, 10.20, 33.61, -76.82, 359.35, 359.05, 359.87, 16.89
1612, 10.65, 33.61, -78.62, 359.31, 359.05, 359.86, 17.59
1622, 9.75, 33.16, -78.77, 359.28, 359.04, 359.85, 16.39
1631, 10.05, 33.16, -78.02, 359.24, 359.03, 359.85, 16.87
1641, 9.90, 31.51, -78.02, 359.20, 359.03, 359.84, 17.45
1651, 9.90, 31.51, -76.82, 359.16, 359.02, 359.83, 17.45
1712, 10.80, 33.76, -78.77, 359.13, 359.02, 359.82, 17.74
1722, 9.15, 34.66, -78.92, 359.09, 359.01, 359.81, 14.79
1732, 9.75, 33.16, -77.72, 359.05, 359.01, 359.80, 16.39
1742, 9.90, 33.61, -77.87, 359.01, 359.00, 359.79, 16.42
1752, 8.70, 34.51, -79.07, 358.98, 359.00, 359.78, 14.15
1762, 9.30, 33.76, -78.02, 358.94, 358.99, 359.77, 15.41
1772, 10.05, 33.16, -78.02, 358.89, 358.99, 359.76, 16.87
1782, 10.05, 33.16, -78.02, 358.86, 358.98, 359.75, 16.87
1792, 9.60, 35.41, -77.87, 358.82, 358.97, 359.74, 15.17
1802, 8.85, 34.36, -78.62, 358.78, 358.97, 359.73, 14.45
1811, 10.50, 34.21, -78.77, 358.73, 358.96, 359.72, 17.07
1821, 9.15, 32.26, -80.57, 358.69, 358.95, 359.71, 15.84
1831, 10.65, 34.66, -77.57, 358.65, 358.94, 359.71, 17.09
1841, 9.90, 34.66, -78.17, 358.61, 358.93, 359.70, 15.95
1851, 9.60, 32.86, -80.27, 358.57, 358.93, 359.69, 16.29
1861, 10.05, 34.51, -78.47, 358.53, 358.92, 359.68, 16.24
